日期,最高温度,最低温度,天气状况,风向风力,区域
2022-03-25,19,13,中雨~小雨,东南风4级,闵行
2022-03-26,17,10,多云~阴,西北风3级,闵行
2022-03-27,19,8,多云~阴,北风2级,闵行
2022-03-28,15,6,多云~晴,东北风2级,闵行
2022-03-29,19,12,多云~阴,东南风3级,闵行
2022-03-30,25,11,多云~小雨,南风2级,闵行
2022-03-31,14,7,多云~阴,东北风3级,闵行
2022-04-01,14,5,多云~阴,北风3级,闵行
2022-04-02,17,4,多云~晴,东北风2级,闵行
2022-04-03,15,6,晴,东北风2级,闵行
2022-04-04,20,10,多云~阴,东南风2级,闵行
2022-04-05,15,8,多云~阴,东南风2级,闵行
2022-04-06,26,11,雾~多云,东南风2级,闵行
2022-04-07,28,12,雾~多云,东南风2级,闵行
2022-04-08,27,12,多云~阴,东南风3级,闵行
2022-04-09,27,15,多云,东南风3级,闵行
2022-04-10,26,16,多云~阴,东南风3级,闵行
2022-04-11,33,18,晴~阴,南风2级,闵行
2022-04-12,32,19,多云~小雨,东南风2级,闵行
2022-04-13,17,14,暴雨~大雨,东北风3级,闵行
2022-04-14,15,12,小雨~阴,北风3级,闵行
2022-04-15,19,9,多云,北风3级,闵行
2022-04-16,19,8,多云~晴,东北风2级,闵行
2022-04-17,21,12,多云~阴,东风2级,闵行
2022-04-18,21,11,多云,东南风1级,闵行
2022-04-19,23,13,多云~晴,东南风2级,闵行
2022-04-20,24,14,多云~小雨,东南风3级,闵行
2022-04-21,26,16,雾~晴,南风3级,闵行
2022-04-22,29,18,多云~中雨,南风2级,闵行
2022-04-23,20,15,中雨~阴,东风2级,闵行
2022-04-24,22,18,多云~阴,东南风2级,闵行
2022-04-25,27,20,阴~小雨,东南风3级,闵行
2022-04-26,23,14,小雨~阴,西北风3级,闵行
2022-04-27,23,13,小雨~晴,东北风3级,闵行
2022-04-28,20,12,多云~中雨,东北风2级,闵行
2022-04-29,15,11,多云,北风3级,闵行
2022-04-30,18,12,多云~阴,东北风2级,闵行
2022-05-01,21,13,多云~阴,北风2级,闵行
2022-05-02,24,12,多云,西南风2级,闵行
2022-05-03,28,14,多云~阴,东南风2级,闵行
2022-05-04,26,15,多云~晴,东南风3级,闵行
2022-05-05,27,17,晴~多云,东南风3级,闵行
2022-05-06,29,18,多云~阴,东南风3级,闵行
2022-05-07,28,17,多云~阴,东北风3级,闵行
2022-05-08,25,15,多云~阴,东北风3级,闵行
2022-05-09,23,16,多云~阴,东北风3级,闵行
2022-05-10,21,16,多云~阴,东南风3级,闵行
2022-05-11,23,18,多云~阴,东北风2级,闵行
2022-05-12,20,16,小雨,东北风2级,闵行
2022-05-13,17,12,小雨~多云,东北风2级,闵行
2022-05-14,23,15,多云~阴,东北风2级,闵行
2022-05-15,22,15,多云~阴,西南风2级,闵行
2022-05-16,26,15,多云,西南风2级,闵行
2022-05-17,28,15,晴~多云,南风3级,闵行
2022-05-18,27,17,多云~阴,东南风3级,闵行
2022-05-19,23,18,多云~小雨,东南风3级,闵行
2022-05-20,21,17,小雨~阴,东北风2级,闵行
2022-05-21,27,16,多云~阴,东风2级,闵行
2022-05-22,27,18,多云~阴,东南风3级,闵行
2022-05-23,25,18,多云~小雨,东南风3级,闵行
2022-05-24,22,18,阵雨~多云,东南风3级,闵行
2022-05-25,26,17,多云~阴,东南风2级,闵行
2022-05-26,24,18,多云~阴,东南风2级,闵行
2022-05-27,30,20,多云~小雨,东南风2级,闵行
2022-05-28,23,20,小雨,东南风3级,闵行
2022-05-29,24,22,中雨~小雨,西南风2级,闵行
2022-05-30,31,18,多云,北风2级,闵行
2022-05-31,28,20,多云~小雨,东南风3级,闵行
2022-06-01,29,21,雾~多云,西南风2级,闵行
2022-06-02,28,21,雾~多云,东南风3级,闵行
2022-06-03,26,22,多云~小雨,东南风3级,闵行
2022-06-04,29,23,多云~小雨,东南风3级,闵行
2022-06-05,25,20,暴雨~多云,西北风2级,闵行
2022-06-06,32,21,多云~小雨,西南风2级,闵行
2022-06-07,28,17,多云,北风3级,闵行
2022-06-08,28,21,多云,东南风2级,闵行
2022-06-09,27,21,晴~阴,东南风3级,闵行
2022-06-10,24,20,小雨~阴,东南风3级,闵行
2022-06-11,24,19,多云~阴,东北风3级,闵行
2022-06-12,23,19,阴~小雨,东南风2级,闵行
2022-06-13,23,19,小雨~阴,东风2级,闵行
2022-06-14,30,20,雾~晴,西南风2级,闵行
2022-06-15,34,23,雾~晴,西南风2级,闵行
2022-06-16,32,23,多云~晴,东南风2级,闵行
2022-06-17,34,23,多云~阴,东南风2级,闵行
2022-06-18,33,24,多云~阴,东南风3级,闵行
2022-06-19,31,24,阴~小雨,南风2级,闵行
2022-06-20,32,23,多云,东南风2级,闵行
2022-06-21,30,25,多云,东风2级,闵行
2022-06-22,35,28,多云,西南风3级,闵行
2022-06-23,36,27,多云~小雨,西南风3级,闵行
2022-06-24,27,25,小雨~中雨,西南风3级,闵行
2022-06-25,31,27,多云~阴,西南风3级,闵行
2022-06-26,34,27,多云~阴,南风3级,闵行
2022-06-27,35,28,多云~阴,南风3级,闵行
2022-06-28,34,26,多云~小雨,南风3级,闵行
2022-06-29,35,26,暴雨~小雨,东南风3级,闵行
2022-06-30,32,26,多云,东南风3级,闵行
2022-07-01,31,25,多云,东南风4级,闵行
2022-07-02,32,26,多云,东南风3级,闵行
2022-07-03,32,25,多云~阴,东南风3级,闵行
2022-07-04,34,26,多云,东南风2级,闵行
2022-07-05,36,28,多云~阴,东南风3级,闵行
2022-07-06,36,28,多云,南风3级,闵行
2022-07-07,37,28,多云~晴,西南风2级,闵行
2022-07-08,38,28,多云~晴,西南风2级,闵行
2022-07-09,38,28,多云~阴,西南风1级,闵行
2022-07-10,39,30,多云~小雨,南风2级,闵行
2022-07-11,37,29,多云~阴,东南风2级,闵行
2022-07-12,39,30,多云~阴,东南风2级,闵行
2022-07-13,40,30,多云~阴,西南风2级,闵行
2022-07-14,39,31,多云~阴,西南风2级,闵行
2022-07-15,37,27,大雨~小雨,西风2级,闵行
2022-07-16,34,28,小雨~阴,东风1级,闵行
2022-07-17,37,28,小雨,南风2级,闵行
2022-07-18,32,27,小雨~阴,西风2级,闵行
2022-07-19,31,26,小雨~阴,东北风1级,闵行
2022-07-20,37,28,多云~阴,西南风2级,闵行
2022-07-21,34,26,阴,西北风2级,闵行
2022-07-22,36,29,多云~阴,西风2级,闵行
2022-07-23,38,26,多云~晴,西南风3级,闵行
2022-07-24,33,27,多云,西北风2级,闵行
2022-07-25,35,28,多云,东南风3级,闵行
2022-07-26,35,27,阴~中雨,东南风2级,闵行
2022-07-27,38,27,多云~阴,南风2级,闵行
2022-07-28,36,28,多云~晴,东南风3级,闵行
2022-07-29,33,27,多云~小雨,东南风3级,闵行
2022-07-30,32,26,阴,东北风2级,闵行
2022-07-31,35,28,多云~阴,西北风2级,闵行
2022-08-01,36,28,多云,西北风2级,闵行
2022-08-02,35,28,多云,东南风3级,闵行
2022-08-03,35,29,晴,东南风3级,闵行
2022-08-04,36,28,晴,东南风3级,闵行
2022-08-05,39,29,晴,南风3级,闵行
2022-08-06,37,27,多云~晴,南风1级,闵行
2022-08-07,36,28,多云~晴,东南风3级,闵行
2022-08-08,36,28,晴,东南风3级,闵行
2022-08-09,37,28,多云~阴,东南风3级,闵行
2022-08-10,39,29,多云~阴,南风3级,闵行
2022-08-11,40,29,多云~阴,南风2级,闵行
2022-08-12,39,28,小雨~多云,南风2级,闵行
2022-08-13,40,29,多云,南风2级,闵行
2022-08-14,38,28,多云,东南风3级,闵行
2022-08-15,38,29,多云,南风3级,闵行
2022-08-16,38,26,小雨,南风2级,闵行
2022-08-17,36,27,多云~阴,东北风2级,闵行
2022-08-18,36,29,多云~阴,东南风2级,闵行
2022-08-19,40,31,多云,南风3级,闵行
2022-08-20,38,29,多云,西风2级,闵行
2022-08-21,35,28,中雨~小雨,东南风2级,闵行
2022-08-22,39,30,多云~阴,南风2级,闵行
2022-08-23,40,27,大雨~阴,东北风2级,闵行
2022-08-24,31,27,多云,东北风3级,闵行
2022-08-25,34,25,多云~中雨,东北风2级,闵行
2022-08-26,29,24,多云~中雨,东北风2级,闵行
2022-08-27,28,24,小雨~多云,东北风2级,闵行
2022-08-28,29,25,多云~阴,东风3级,闵行
2022-08-29,33,27,多云~阴,东南风3级,闵行
2022-08-30,34,25,多云~小雨,北风2级,闵行
2022-08-31,27,23,多云~阴,西北风3级,闵行
2022-09-01,30,24,多云~阴,东北风3级,闵行
2022-09-02,28,24,多云~小雨,东北风3级,闵行
2022-09-03,31,25,小雨,东北风3级,闵行
2022-09-04,32,25,小雨,东北风3级,闵行
2022-09-05,24,21,小雨~多云,西北风4级,闵行
2022-09-06,30,22,晴~多云,西风2级,闵行
2022-09-07,34,23,多云~阴,东南风2级,闵行
2022-09-08,32,22,多云,东风2级,闵行
2022-09-09,30,20,多云~晴,东北风2级,闵行
2022-09-10,30,21,多云~晴,东北风2级,闵行
2022-09-11,31,23,多云~晴,东北风2级,闵行
2022-09-12,27,22,小雨~大雨,东北风2级,闵行
2022-09-13,25,22,小雨~大雨,东北风3级,闵行
2022-09-14,25,22,暴雨,北风4级,闵行
2022-09-15,25,21,多云~晴,西南风4级,闵行
2022-09-16,29,22,多云,西风2级,闵行
2022-09-17,31,22,多云~晴,北风2级,闵行
2022-09-18,28,21,多云,西北风3级,闵行
2022-09-19,28,20,雾~晴,西北风4级,闵行
2022-09-20,26,19,多云,北风3级,闵行
2022-09-21,25,17,多云,东北风2级,闵行
2022-09-22,28,19,多云,东南风2级,闵行
2022-09-23,28,17,多云,北风3级,闵行
2022-09-24,26,18,多云~晴,东北风2级,闵行
2022-09-25,28,19,多云,东北风2级,闵行
2022-09-26,27,20,多云,东北风2级,闵行
2022-09-27,27,20,多云,东北风2级,闵行
2022-09-28,24,20,小雨,东北风2级,闵行
2022-09-29,27,21,多云,东北风2级,闵行
2022-09-30,26,23,多云~晴,东南风2级,闵行
2022-10-01,32,24,雾~晴,东南风3级,闵行
2022-10-02,32,24,晴,东南风3级,闵行
2022-10-03,35,22,晴~阴,东南风3级,闵行
2022-10-04,24,18,多云~阴,北风3级,闵行
2022-10-05,21,16,多云~阴,东北风3级,闵行
2022-10-06,18,15,阴~小雨,东北风3级,闵行
2022-10-07,19,15,多云~阴,东北风3级,闵行
2022-10-08,20,15,多云~小雨,东北风2级,闵行
2022-10-09,21,11,多云,西北风3级,闵行
2022-10-10,18,10,晴~多云,西北风3级,闵行
2022-10-11,21,13,多云,北风2级,闵行
2022-10-12,21,14,多云,东北风2级,闵行
2022-10-13,23,17,多云,东北风2级,闵行
2022-10-14,23,15,多云,东北风2级,闵行
2022-10-15,24,16,多云~阴,东北风2级,闵行
2022-10-16,22,15,雾~多云,东北风2级,闵行
2022-10-17,22,11,多云~晴,北风3级,闵行
2022-10-18,20,10,晴,北风3级,闵行
2022-10-19,21,13,晴,东北风2级,闵行
2022-10-20,22,15,多云,东风2级,闵行
2022-10-21,25,15,多云~晴,东南风2级,闵行
2022-10-22,26,16,雾~晴,东北风2级,闵行
2022-10-23,23,11,多云~晴,东北风3级,闵行
2022-10-24,22,11,晴~阴,东北风3级,闵行
2022-10-25,21,12,多云,东北风3级,闵行
2022-10-26,21,15,多云~小雨,东风2级,闵行
2022-10-27,20,15,多云~阴,东北风3级,闵行
2022-10-28,20,14,多云~阴,东北风3级,闵行
2022-10-29,22,14,多云,东北风2级,闵行
2022-10-30,23,16,多云~晴,东北风3级,闵行
2022-10-31,23,14,多云~阴,东北风3级,闵行
2022-11-01,22,13,多云~晴,东北风3级,闵行
2022-11-02,22,12,雾~多云,东北风2级,闵行
2022-11-03,20,12,多云,东北风2级,闵行
2022-11-04,19,9,多云~晴,东北风3级,闵行
2022-11-05,19,10,多云,东北风2级,闵行
2022-11-06,20,11,多云~晴,东南风2级,闵行
2022-11-07,22,12,晴,东南风2级,闵行
2022-11-08,23,14,晴,东南风2级,闵行
2022-11-09,23,15,雾~多云,东南风3级,闵行
2022-11-10,28,19,雾~多云,东南风2级,闵行
2022-11-11,22,19,中雨~晴,东南风3级,闵行
2022-11-12,27,15,雾~阴,东南风3级,闵行
2022-11-13,15,11,多云,北风3级,闵行
2022-11-14,13,9,多云~小雨,西北风2级,闵行
2022-11-15,17,7,多云,西北风2级,闵行
2022-11-16,19,12,阴~中雨,东南风2级,闵行
2022-11-17,16,14,小雨~阴,东北风3级,闵行
2022-11-18,20,16,多云~小雨,东北风3级,闵行
2022-11-19,20,15,小雨~多云,东北风2级,闵行
2022-11-20,21,11,多云~晴,西北风2级,闵行
2022-11-21,22,14,多云~中雨,东南风2级,闵行
2022-11-22,18,14,雾~阴,西风3级,闵行
2022-11-23,20,10,雾~多云,北风3级,闵行
2022-11-24,20,13,多云~晴,东风2级,闵行
2022-11-25,21,12,多云~晴,东南风2级,闵行
2022-11-26,21,13,多云,东北风2级,闵行
2022-11-27,21,16,雾~阴,东南风3级,闵行
2022-11-28,22,12,中雨~小雨,南风3级,闵行
2022-11-29,15,4,中雨~小雨,北风4级,闵行
2022-11-30,4,3,小雨,西北风4级,闵行
2022-12-01,4,2,多云~小雨,西北风3级,闵行
2022-12-02,8,6,多云~小雨,西北风1级,闵行
2022-12-03,10,7,小雨,西北风3级,闵行
2022-12-04,10,7,小雨,东北风4级,闵行
2022-12-05,10,3,小雨~晴,西北风3级,闵行
2022-12-06,13,4,多云,东北风2级,闵行
2022-12-07,13,9,多云,东北风2级,闵行
2022-12-08,17,11,多云~小雨,东风2级,闵行
2022-12-09,12,10,小雨,西北风2级,闵行
2022-12-10,12,6,雾~阴,西北风3级,闵行
2022-12-11,11,4,多云,北风3级,闵行
2022-12-12,10,1,晴,西北风3级,闵行
2022-12-13,11,0,多云~晴,西北风3级,闵行
2022-12-14,8,0,晴,北风2级,闵行
2022-12-15,12,4,晴~阴,东南风2级,闵行
2022-12-16,12,1,多云~雨夹雪,东北风3级,闵行
2022-12-17,4,-3,多云~晴,西北风4级,闵行
2022-12-18,5,-2,晴,西北风3级,闵行
2022-12-19,10,0,晴,西南风2级,闵行
2022-12-20,13,3,多云~阴,东南风3级,闵行
2022-12-21,12,2,晴,西北风4级,闵行
2022-12-22,6,-3,多云~晴,西北风4级,闵行
2022-12-23,5,-3,晴,西北风3级,闵行
2022-12-24,5,-1,晴,西北风3级,闵行
2022-12-25,7,0,晴~多云,西北风3级,闵行
2022-12-26,7,1,雾~晴,西北风2级,闵行
2022-12-27,10,3,多云~阴,东北风2级,闵行
2022-12-28,8,3,多云,北风2级,闵行
2022-12-29,7,2,多云,东北风2级,闵行
2022-12-30,7,0,多云~晴,东北风2级,闵行
2022-12-31,11,0,多云,东北风2级,闵行
2019-01-01,7,1,多云,西北风3级,浦东新区
2019-01-02,8,2,多云,东北风3级,浦东新区
2019-01-03,10,7,多云~小雨,东北风3级,浦东新区
2019-01-04,11,8,小雨,东南风3级,浦东新区
2019-01-05,10,5,阴~小雨,西北风3级,浦东新区
2019-01-06,8,4,阴~多云,西北风2级,浦东新区
2019-01-07,8,5,小雨~阴,东北风3级,浦东新区
2019-01-08,8,5,阴,东北风3级,浦东新区
2019-01-09,7,6,小雨,东北风3级,浦东新区
2019-01-10,9,7,小雨,东北风2级,浦东新区
2019-01-11,9,5,中雨~小雨,东北风3级,浦东新区
2019-01-12,9,3,阴~多云,西北风3级,浦东新区
2019-01-13,9,3,多云,东北风2级,浦东新区
2019-01-14,11,5,多云,东北风2级,浦东新区
2019-01-15,8,1,阴~多云,东北风3级,浦东新区
2019-01-16,6,-2,阴~多云,西北风3级,浦东新区
2019-01-17,8,-2,晴~多云,西北风2级,浦东新区
2019-01-18,11,6,多云,东南风2级,浦东新区
2019-01-19,13,5,多云~小雨,西南风3级,浦东新区
2019-01-20,9,1,多云,西北风3级,浦东新区
2019-01-21,8,-1,多云,西北风3级,浦东新区
2019-01-22,10,-1,晴,西北风3级,浦东新区
2019-01-23,13,1,晴~多云,西北风2级,浦东新区
2019-01-24,12,2,多云,东南风2级,浦东新区
2019-01-25,10,1,多云,东北风3级,浦东新区
2019-01-26,5,-1,阴~多云,西北风3级,浦东新区
2019-01-27,10,0,多云~晴,东南风2级,浦东新区
2019-01-28,10,4,多云,东北风2级,浦东新区
2019-01-29,10,6,多云,东南风2级,浦东新区
2019-01-30,15,3,多云~小雨,东南风2级,浦东新区
2019-01-31,11,-1,小雨~多云,东北风4级,浦东新区
2019-02-01,8,2,晴,西北风3级,浦东新区
2019-02-02,15,8,多云~小雨,东南风4级,浦东新区
2019-02-03,14,5,小雨~多云,西北风3级,浦东新区
2019-02-04,11,5,多云~晴,东北风3级,浦东新区
2019-02-05,14,7,小雨,东南风3级,浦东新区
2019-02-06,16,6,多云~小雨,东南风2级,浦东新区
2019-02-07,12,3,小雨,东北风4级,浦东新区
2019-02-08,5,2,雨夹雪~小雨,东北风3级,浦东新区
2019-02-09,4,2,小雨,东北风4级,浦东新区
2019-02-10,5,2,小雨~雨夹雪,东北风3级,浦东新区
2019-02-11,6,3,多云,东北风3级,浦东新区
2019-02-12,8,6,小雨,东北风3级,浦东新区
2019-02-13,8,4,小雨~中雨,东北风3级,浦东新区
2019-02-14,8,6,阴~中雨,东北风4级,浦东新区
2019-02-15,8,4,中雨~小雨,东北风3级,浦东新区
2019-02-16,6,2,阴~多云,东北风3级,浦东新区
2019-02-17,8,6,多云~小雨,东北风3级,浦东新区
2019-02-18,8,7,中雨,东南风3级,浦东新区
2019-02-19,10,6,多云~小雨,西北风3级,浦东新区
2019-02-20,8,6,小雨,东北风2级,浦东新区
2019-02-21,9,4,小雨~中雨,东北风3级,浦东新区
2019-02-22,7,2,小雨~多云,东北风3级,浦东新区
2019-02-23,11,3,多云,西北风3级,浦东新区
2019-02-24,11,3,多云,东北风2级,浦东新区
2019-02-25,12,6,多云,东北风2级,浦东新区
2019-02-26,11,7,小雨,东北风3级,浦东新区
2019-02-27,10,7,小雨,东北风3级,浦东新区
2019-02-28,11,5,多云,东北风2级,浦东新区
2019-03-01,11,7,小雨~中雨,东北风2级,浦东新区
2019-03-02,10,7,小雨,东北风3级,浦东新区
2019-03-03,11,4,阴~多云,西北风2级,浦东新区
2019-03-04,11,4,多云~阴,西北风3级,浦东新区
2019-03-05,11,8,小雨,东南风3级,浦东新区
2019-03-06,14,5,小雨~多云,东北风3级,浦东新区
2019-03-07,11,4,多云~阴,东北风3级,浦东新区
2019-03-08,13,6,多云~小雨,东南风3级,浦东新区
2019-03-09,13,8,小雨~阴,东北风2级,浦东新区
2019-03-10,13,4,小雨~多云,西北风3级,浦东新区
2019-03-11,18,6,多云,西北风3级,浦东新区
2019-03-12,19,5,多云,西北风3级,浦东新区
2019-03-13,15,8,多云~小雨,东南风3级,浦东新区
2019-03-14,11,6,小雨~晴,东南风3级,浦东新区
2019-03-15,19,4,多云,西北风3级,浦东新区
2019-03-16,18,7,阴~多云,东南风3级,浦东新区
2019-03-17,21,10,阴,东北风2级,浦东新区
2019-03-18,14,8,小雨~多云,东南风2级,浦东新区
2019-03-19,19,12,多云~小雨,东南风3级,浦东新区
2019-03-20,24,11,小雨,东南风4级,浦东新区
2019-03-21,19,7,小雨,东北风3级,浦东新区
2019-03-22,11,6,多云,东北风4级,浦东新区
2019-03-23,16,5,多云,东北风2级,浦东新区
2019-03-24,15,9,阴~小雨,东南风3级,浦东新区
2019-03-25,15,7,小雨~晴,东南风2级,浦东新区
2019-03-26,22,12,多云,西南风2级,浦东新区
2019-03-27,19,10,多云~小雨,东南风2级,浦东新区
2019-03-28,17,11,小雨~阴,东北风2级,浦东新区
2019-03-29,19,10,阴~多云,东南风2级,浦东新区
2019-03-30,20,8,多云~阴,西北风3级,浦东新区
2019-03-31,14,5,多云~晴,东北风3级,浦东新区
2019-04-01,16,8,晴~阴,东南风3级,浦东新区
2019-04-02,16,11,阴,东南风3级,浦东新区
2019-04-03,18,7,阴~多云,东南风2级,浦东新区
2019-04-04,17,11,小雨,东南风3级,浦东新区
2019-04-05,23,11,多云~晴,西南风2级,浦东新区
2019-04-06,26,13,多云,南风3级,浦东新区
2019-04-07,29,14,晴,西南风2级,浦东新区
2019-04-08,24,16,多云~小雨,东南风3级,浦东新区
2019-04-09,24,11,中雨~小雨,西南风4级,浦东新区
2019-04-10,17,10,多云~小雨,西北风4级,浦东新区
2019-04-11,15,7,小雨~晴,东北风2级,浦东新区
2019-04-12,19,10,晴,东南风2级,浦东新区
2019-04-13,20,12,多云,东南风3级,浦东新区
2019-04-14,20,7,多云,东北风3级,浦东新区
2019-04-15,20,11,多云,东南风2级,浦东新区
2019-04-16,19,11,小雨~晴,东南风3级,浦东新区
2019-04-17,27,14,多云~晴,东南风2级,浦东新区
2019-04-18,28,17,多云,东南风3级,浦东新区
2019-04-19,27,18,多云~小雨,东南风3级,浦东新区
2019-04-20,23,17,晴~小雨,东南风3级,浦东新区
2019-04-21,24,19,小雨,东南风3级,浦东新区
2019-04-22,22,18,中雨~小雨,东南风3级,浦东新区
2019-04-23,28,19,小雨,东北风2级,浦东新区
2019-04-24,25,16,小雨~阴,东北风2级,浦东新区
2019-04-25,24,13,小雨~多云,东北风2级,浦东新区
2019-04-26,18,10,多云~晴,东北风3级,浦东新区
2019-04-27,19,14,多云~小雨,东南风3级,浦东新区
2019-04-28,21,16,小雨~多云,东南风2级,浦东新区
2019-04-29,20,14,中雨~小雨,西北风2级,浦东新区
2019-04-30,18,13,小雨~多云,东北风2级,浦东新区
2019-05-01,23,11,多云,西北风3级,浦东新区
2019-05-02,23,11,多云~晴,东北风2级,浦东新区
2019-05-03,27,12,多云~阴,东风2级,浦东新区
2019-05-04,26,14,多云,东南风2级,浦东新区
2019-05-05,27,14,多云~阴,东南风3级,浦东新区
2019-05-06,18,12,多云,东北风4级,浦东新区
2019-05-07,19,13,多云~阴,东北风3级,浦东新区
2019-05-08,21,13,多云,东南风3级,浦东新区
2019-05-09,22,12,多云,东南风2级,浦东新区
2019-05-10,27,15,晴,东南风2级,浦东新区
2019-05-11,29,18,多云,东南风3级,浦东新区
2019-05-12,28,18,多云~小雨,东南风3级,浦东新区
2019-05-13,22,16,小雨,东南风3级,浦东新区
2019-05-14,23,17,阴~小雨,东北风2级,浦东新区
2019-05-15,21,19,小雨,东南风3级,浦东新区
2019-05-16,23,20,小雨,东南风2级,浦东新区
2019-05-17,25,21,小雨~阴,东南风3级,浦东新区
2019-05-18,28,18,多云~阴,西北风2级,浦东新区
2019-05-19,26,17,小雨~多云,东北风2级,浦东新区
2019-05-20,24,14,多云~晴,东北风3级,浦东新区
2019-05-21,29,16,多云,南风2级,浦东新区
2019-05-22,31,18,晴,东南风2级,浦东新区
2019-05-23,33,19,晴~多云,西南风2级,浦东新区
2019-05-24,33,20,多云~阴,东南风3级,浦东新区
2019-05-25,30,21,阴~中雨,东南风5级,浦东新区
2019-05-26,24,19,中雨~大雨,东南风5级,浦东新区
2019-05-27,29,16,小雨~晴,西北风3级,浦东新区
2019-05-28,25,16,多云~阴,东北风3级,浦东新区
2019-05-29,26,16,多云,东南风2级,浦东新区
2019-05-30,25,19,小雨,东南风3级,浦东新区
2019-05-31,27,18,多云~阴,东北风3级,浦东新区
2019-06-01,26,18,多云,东南风2级,浦东新区
2019-06-02,27,19,多云,东南风2级,浦东新区
2019-06-03,30,19,晴,东南风3级,浦东新区
2019-06-04,30,20,多云,东南风2级,浦东新区
2019-06-05,32,23,多云~阴,东南风3级,浦东新区
2019-06-06,31,22,小雨,西南风4级,浦东新区
2019-06-07,29,18,多云,西北风3级,浦东新区
2019-06-08,29,19,多云,东南风3级,浦东新区
2019-06-09,28,21,多云,东南风3级,浦东新区
2019-06-10,29,19,小雨~多云,东南风2级,浦东新区
2019-06-11,28,19,多云~阴,东北风3级,浦东新区
2019-06-12,27,19,阴,东南风3级,浦东新区
2019-06-13,24,18,小雨,东南风3级,浦东新区
2019-06-14,27,18,多云,东北风3级,浦东新区
2019-06-15,32,21,多云,东北风2级,浦东新区
2019-06-16,31,23,多云,东南风3级,浦东新区
2019-06-17,29,21,阴~小雨,东南风3级,浦东新区
2019-06-18,25,21,中雨~小雨,东南风3级,浦东新区
2019-06-19,27,22,多云,东北风2级,浦东新区
2019-06-20,25,21,小雨~大雨,东南风3级,浦东新区
2019-06-21,24,21,小雨~多云,东北风3级,浦东新区
2019-06-22,28,19,多云,东北风3级,浦东新区
2019-06-23,25,19,多云,东北风3级,浦东新区
2019-06-24,27,21,多云,东南风3级,浦东新区
2019-06-25,26,22,小雨~大雨,东南风4级,浦东新区
2019-06-26,27,21,小雨~多云,东南风2级,浦东新区
2019-06-27,30,24,小雨~多云,东南风2级,浦东新区
2019-06-28,32,26,小雨~阴,东南风3级,浦东新区
2019-06-29,32,25,大雨~中雨,西南风3级,浦东新区
2019-06-30,30,23,小雨~多云,东北风3级,浦东新区
2019-07-01,27,22,小雨~中雨,东北风3级,浦东新区
2019-07-02,27,22,小雨~中雨,东南风3级,浦东新区
2019-07-03,26,22,小雨,东北风3级,浦东新区
2019-07-04,29,22,阴~小雨,东南风2级,浦东新区
2019-07-05,28,22,小雨~晴,东南风2级,浦东新区
2019-07-06,29,23,小雨,东南风3级,浦东新区
2019-07-07,34,24,多云,西南风2级,浦东新区
2019-07-08,31,23,多云~小雨,东北风3级,浦东新区
2019-07-09,26,22,大雨~小雨,东北风3级,浦东新区
2019-07-10,27,22,小雨~多云,东北风3级,浦东新区
2019-07-11,29,22,多云~阴,东南风2级,浦东新区
2019-07-12,28,22,小雨~暴雨,东南风3级,浦东新区
2019-07-13,24,22,大雨~小雨,东北风3级,浦东新区
2019-07-14,28,22,多云,东南风2级,浦东新区
2019-07-15,29,23,多云,东南风3级,浦东新区
2019-07-16,27,23,小雨,东南风3级,浦东新区
2019-07-17,30,26,阴~小雨,东南风4级,浦东新区
2019-07-18,33,26,多云~小雨,东南风3级,浦东新区
2019-07-19,31,26,小雨~多云,东北风4级,浦东新区
2019-07-20,34,25,小雨~多云,西北风3级,浦东新区
2019-07-21,34,27,多云,东南风2级,浦东新区
2019-07-22,35,27,阴~多云,东南风3级,浦东新区
2019-07-23,36,27,阴~多云,西南风3级,浦东新区
2019-07-24,37,29,阴,西南风2级,浦东新区
2019-07-25,37,29,小雨~多云,东南风2级,浦东新区
2019-07-26,36,28,小雨~多云,东南风2级,浦东新区
2019-07-27,35,28,小雨~多云,东南风3级,浦东新区
2019-07-28,36,28,多云~晴,东南风4级,浦东新区
2019-07-29,37,28,多云,东南风4级,浦东新区
2019-07-30,36,29,阴~多云,东南风4级,浦东新区
2019-07-31,36,27,多云,东南风4级,浦东新区
2019-08-01,35,27,晴,东南风4级,浦东新区
2019-08-02,34,27,多云~小雨,东南风4级,浦东新区
2019-08-03,32,26,小雨,东南风3级,浦东新区
2019-08-04,31,26,小雨,东南风4级,浦东新区
2019-08-05,32,27,多云,东南风3级,浦东新区
2019-08-06,33,26,多云,东南风3级,浦东新区
2019-08-07,33,26,多云,东南风3级,浦东新区
2019-08-08,33,26,小雨,东南风4级,浦东新区
2019-08-09,32,26,中雨~大雨,东北风5级,浦东新区
2019-08-10,28,26,暴雨,东南风7级,浦东新区
2019-08-11,32,26,小雨~多云,西南风4级,浦东新区
2019-08-12,35,25,多云,西南风3级,浦东新区
2019-08-13,35,26,多云,东南风2级,浦东新区
2019-08-14,34,26,小雨~多云,东北风2级,浦东新区
2019-08-15,32,26,多云~晴,西北风3级,浦东新区
2019-08-16,35,26,多云,东南风2级,浦东新区
2019-08-17,35,26,多云,东南风2级,浦东新区
2019-08-18,31,25,小雨,东北风2级,浦东新区
2019-08-19,30,25,小雨~多云,东北风3级,浦东新区
2019-08-20,33,25,多云,东北风3级,浦东新区
2019-08-21,32,25,多云,东北风2级,浦东新区
